Bait	Prey	Abundance	FCA	log(FCA)	BioGRID	BioGRID2	intAct	intAct2	SP
MTHFR_T34A	P61313	3.7	1.32687845987	1.22	0	0	0	0	0.95
MTHFR_38to656	P24941	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	P04908	1.0	1.05069095266	1.04	0	0	0	0	0.3
MTHFR_38to656	P04908	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q13263	9.7	1.63918057981	1.4	0	0	0	0	0.99
MTHFR_38to656	Q13263	12.0	1.60112681911	1.38	0	0	0	0	0.99
MTHFR_T34A	Q13263	6.0	1.52609549801	1.34	0	0	0	0	0.99
MTHFR	Q99417	1.3	1.10208705628	1.07	0	0	0	0	0.88
MTHFR_38to656	Q99417	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q99417	1.3	1.11731284614	1.08	0	0	0	0	0.9
MTHFR	O75131	2.3	1.17709000848	1.12	0	0	0	0	0.99
MTHFR_38to656	O75131	2.3	1.17630127672	1.12	0	0	0	0	0.98
MTHFR_T34A	O75131	2.3	1.20807140121	1.14	0	0	0	0	0.94
MTHFR	Q02790	6.0	1.49076619264	1.32	0	0	0	0	0.92
MTHFR_38to656	Q02790	7.0	1.479166691	1.31	0	0	0	0	0.98
MTHFR_T34A	Q02790	6.7	1.56885550457	1.36	0	0	0	0	0.98
MTHFR	Q8TEM1	1.3	1.06758793688	1.05	0	0	0	0	0.18
MTHFR_38to656	Q8TEM1	3.0	1.09405121371	1.07	0	0	0	0	0.28
MTHFR	P61006	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	P61006	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	P61006	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P22626	14.3	0.43212956503	0.52	0	0	0	0	0.0
MTHFR_38to656	P22626	19.7	0.448407997351	0.53	0	0	0	0	0.0
MTHFR_T34A	P22626	6.0	0.384293045027	0.47	0	0	0	0	0.0
MTHFR	P54136	7.0	1.51714514576	1.33	0	0	0	0	0.99
MTHFR_38to656	P54136	7.3	1.57414585975	1.36	0	0	0	0	0.99
MTHFR_T34A	P54136	8.3	1.76147709468	1.47	0	0	0	0	0.99
MTHFR_38to656	Q8N7H5	0.7	1.02090026971	1.01	0	0	0	0	0.21
MTHFR	Q06830	5.3	1.13651539024	1.1	0	0	0	0	0.33
MTHFR_38to656	Q06830	6.7	1.1484128578	1.1	0	0	0	0	0.3
MTHFR_T34A	Q06830	6.3	1.25489727898	1.17	0	0	0	0	0.53
MTHFR	Q06787	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q06787	1.0	1.03135040457	1.02	0	0	0	0	0.26
MTHFR_38to656	P17096	1.0	1.03135040457	1.02	0	0	0	0	0.32
MTHFR_38to656	O14646	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q15428	1.0	1.05069095266	1.04	0	0	0	0	0.29
MTHFR_38to656	Q15428	1.0	1.03135040457	1.02	0	0	0	0	0.28
MTHFR	P49588	7.0	1.53127002544	1.34	0	0	0	0	0.99
MTHFR_38to656	P49588	4.3	1.34215241859	1.23	0	0	0	0	0.99
MTHFR_T34A	P49588	6.3	1.57035851522	1.36	0	0	0	0	0.98
MTHFR	Q15424	1.3	1.07974393665	1.06	0	0	0	0	0.52
MTHFR_38to656	Q15424	2.3	1.07315094399	1.05	0	0	0	0	0.29
MTHFR_T34A	Q15424	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	Q15427	1.0	1.05069095266	1.04	0	0	0	0	0.28
MTHFR_38to656	Q15427	1.3	1.04180053943	1.03	0	0	0	0	0.3
MTHFR	Q96E39	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q96E39	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9BRJ6	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR	P30419	0.7	1.05613708807	1.04	0	0	0	0	0.29
MTHFR	P60842	6.0	1.46743863306	1.3	0	0	0	0	0.97
MTHFR_38to656	P60842	7.0	1.42636617317	1.28	0	0	0	0	0.99
MTHFR_T34A	P60842	5.3	1.47074559709	1.3	0	0	0	0	0.95
MTHFR	Q86UK7	1.0	1.08617451201	1.06	0	0	0	0	0.51
MTHFR_38to656	Q86UK7	1.0	1.0661422993	1.05	0	0	0	0	0.46
MTHFR	P47755	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	P47755	1.0	1.08292557093	1.06	0	0	0	0	0.0
MTHFR_T34A	P47755	0.7	1.06420426399	1.05	0	0	0	0	0.0
MTHFR	Q8TDD1	1.7	1.0844849211	1.06	0	0	0	0	0.28
MTHFR_38to656	Q8TDD1	2.3	1.07315094399	1.05	0	0	0	0	0.29
MTHFR	P06732	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR	P55081	1.0	1.05069095266	1.04	0	0	0	0	0.3
MTHFR_38to656	P55081	1.7	1.05225067428	1.04	0	0	0	0	0.31
MTHFR	P06737	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	P06737	1.7	1.10382584065	1.07	0	0	0	0	0.93
MTHFR_T34A	P06737	2.3	1.19921703814	1.14	0	0	0	0	0.92
MTHFR	Q15555	1.3	1.1132586161	1.08	0	0	0	0	0.6
MTHFR_38to656	Q15555	1.7	1.08704256901	1.06	0	0	0	0	0.62
MTHFR_T34A	Q15555	1.0	1.09150566133	1.06	0	0	0	0	0.56
MTHFR	Q96GM5	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q96GM5	1.0	1.03135040457	1.02	0	0	0	0	0.26
MTHFR	Q9BRX2	1.7	1.13114004027	1.09	0	0	0	0	0.92
MTHFR_38to656	Q9BRX2	1.3	1.09398838152	1.07	0	0	0	0	0.55
MTHFR_T34A	Q9BRX2	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P25398	1.3	1.09091549647	1.06	0	0	0	0	0.9
MTHFR_38to656	P25398	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	P25398	1.3	1.10771137681	1.08	0	0	0	0	0.6
MTHFR	Q96D46	3.3	1.22679652119	1.15	0	0	0	0	0.99
MTHFR_38to656	Q96D46	2.0	1.09749270387	1.07	0	0	0	0	0.63
MTHFR_T34A	Q96D46	3.0	1.27078145268	1.18	0	0	0	0	0.91
MTHFR	Q8NCA5	1.0	1.08617451201	1.06	0	0	0	0	0.57
MTHFR_38to656	Q8NCA5	0.7	1.05507948871	1.04	0	0	0	0	0.0
MTHFR_T34A	Q8NCA5	1.3	1.11731284614	1.08	0	0	0	0	0.9
MTHFR	P37198	1.0	1.05069095266	1.04	0	0	0	0	0.29
MTHFR_38to656	P37198	1.7	1.05225067428	1.04	0	0	0	0	0.3
MTHFR_38to656	Q9P013	0.7	1.02090026971	1.01	0	0	0	0	0.29
MTHFR	P56192	5.3	1.41130154498	1.27	0	0	0	0	0.99
MTHFR_38to656	P56192	4.0	1.29752306473	1.2	0	0	0	0	0.99
MTHFR_T34A	P56192	7.7	1.68991268014	1.43	0	0	0	0	0.98
MTHFR	P20700	8.0	1.41768362106	1.27	0	0	0	0	0.48
MTHFR_38to656	P20700	10.7	1.3685835344	1.24	0	0	0	0	0.56
MTHFR_T34A	P20700	1.7	1.16381718213	1.11	0	0	0	0	0.61
MTHFR	P55884	5.7	1.42524520934	1.28	0	0	0	0	0.99
MTHFR_38to656	P55884	6.3	1.47443701719	1.31	0	0	0	0	0.99
MTHFR_T34A	P55884	6.0	1.51499981617	1.33	0	0	0	0	0.98
MTHFR	P09429	1.3	1.09189993642	1.06	0	0	0	0	0.62
MTHFR_38to656	P09429	2.0	1.1142759755	1.08	0	0	0	0	0.93
MTHFR_T34A	P09429	1.7	1.1542157128	1.11	0	0	0	0	0.9
MTHFR	Q9BVP2	3.3	1.18014140202	1.12	0	0	0	0	0.58
MTHFR_38to656	Q9BVP2	5.3	1.18459810507	1.13	0	0	0	0	0.59
MTHFR_T34A	Q9BVP2	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	Q14980	8.0	1.40552762129	1.27	0	0	0	0	0.32
MTHFR_38to656	Q14980	14.7	1.45980593368	1.3	0	0	0	0	0.33
MTHFR	Q13813	17.0	1.89624531465	1.53	0	0	0	0	0.45
MTHFR_38to656	Q13813	28.3	1.95723257652	1.56	0	0	0	0	0.47
MTHFR_T34A	Q13813	1.0	1.10036002439	1.07	0	0	0	0	0.18
MTHFR	P07737	2.7	1.20515855252	1.14	0	0	0	0	0.96
MTHFR_38to656	P07737	2.7	1.18675141158	1.13	0	0	0	0	0.96
MTHFR_T34A	P07737	3.0	1.26267419588	1.18	0	0	0	0	0.96
MTHFR	P28066	1.7	1.13114004027	1.09	0	0	0	0	0.94
MTHFR_38to656	P28066	1.7	1.12122178801	1.08	0	0	0	0	0.93
MTHFR_T34A	P28066	2.0	1.16156706522	1.11	0	0	0	0	0.63
MTHFR	Q93079	2.3	0.470415706995	0.56	0	0	0	0	0.0
MTHFR_38to656	Q93079	2.3	0.458102107976	0.54	0	0	0	0	0.0
MTHFR_T34A	Q93079	0.7	0.450465326295	0.54	0	0	0	0	0.0
MTHFR	P52292	4.0	1.28490248917	1.19	0	0	0	0	0.99
MTHFR_38to656	P52292	4.0	1.19437273201	1.13	0	0	0	0	0.96
MTHFR_T34A	P52292	2.0	1.17042142829	1.12	0	0	0	0	0.89
MTHFR	P62910	2.3	1.18924600825	1.13	0	0	0	0	0.91
MTHFR_38to656	P62910	2.7	1.13578892095	1.09	0	0	0	0	0.63
MTHFR_T34A	P62910	2.0	1.17042142829	1.12	0	0	0	0	0.91
MTHFR	P62913	3.0	0.543026776388	0.63	0	0	0	0	0.0
MTHFR_38to656	P62913	1.7	0.518867731841	0.6	0	0	0	0	0.01
MTHFR_T34A	P62913	2.0	0.536185046031	0.62	0	0	0	0	0.0
MTHFR	O76003	3.3	1.25012408077	1.17	0	0	0	0	0.95
MTHFR_38to656	O76003	3.3	1.25983952339	1.18	0	0	0	0	0.97
MTHFR_T34A	O76003	3.3	1.30992563812	1.21	0	0	0	0	0.96
MTHFR	P62917	3.7	1.26505218509	1.18	0	0	0	0	0.94
MTHFR_38to656	P62917	4.7	1.30225273855	1.2	0	0	0	0	0.97
MTHFR_T34A	P62917	4.0	1.35417985721	1.24	0	0	0	0	0.96
MTHFR	O00425	0.7	1.04594996821	1.03	0	0	0	0	0.0
MTHFR_38to656	O00425	1.3	1.04180053943	1.03	0	0	0	0	0.28
MTHFR_T34A	O00425	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	O00422	2.0	1.10138190532	1.07	0	0	0	0	0.32
MTHFR_38to656	O00422	1.7	1.05225067428	1.04	0	0	0	0	0.31
MTHFR_T34A	O00422	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	Q9H4A3	1.0	1.08617451201	1.06	0	0	0	0	0.27
MTHFR_38to656	Q9H4A3	0.7	1.02090026971	1.01	0	0	0	0	0.04
MTHFR_T34A	Q9H4A3	1.0	1.08040997948	1.06	0	0	0	0	0.16
MTHFR	Q00796	2.3	1.16493400871	1.11	0	0	0	0	0.98
MTHFR_38to656	Q00796	2.7	1.23832657794	1.16	0	0	0	0	0.96
MTHFR_T34A	Q00796	3.3	1.28848138069	1.19	0	0	0	0	0.96
MTHFR	Q9Y371	2.3	1.17610556853	1.12	0	0	0	0	0.97
MTHFR_38to656	Q9Y371	0.7	1.05569216444	1.04	0	0	0	0	0.31
MTHFR_T34A	Q9Y371	1.0	1.08115708574	1.06	0	0	0	0	0.55
MTHFR	Q9H0U4	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	Q9H0U4	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q9H0U4	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q9H0U3	0.7	1.05613708807	1.04	0	0	0	0	0.3
MTHFR_38to656	Q9H0U3	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	Q9H0U3	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	P23396	11.7	1.53160777576	1.34	0	0	0	0	0.58
MTHFR_38to656	P23396	13.0	1.53931048641	1.34	0	0	0	0	0.59
MTHFR_T34A	P23396	12.7	1.71700568508	1.44	0	0	0	0	0.79
MTHFR	P00492	0.7	1.03379396844	1.02	0	0	0	0	0.29
MTHFR_38to656	P00492	1.3	1.07597975842	1.05	0	0	0	0	0.6
MTHFR_T34A	P00492	1.7	1.13501277415	1.09	0	0	0	0	0.61
MTHFR	P35268	0.3	0.516232349366	0.6	0	0	0	0	0.0
MTHFR	P51571	1.7	1.13114004027	1.09	0	0	0	0	0.93
MTHFR_38to656	P51571	2.7	1.20414735894	1.14	0	0	0	0	0.96
MTHFR_T34A	P51571	2.0	1.17116853455	1.12	0	0	0	0	0.9
MTHFR	Q01130	0.7	1.03379396844	1.02	0	0	0	0	0.29
MTHFR_38to656	Q01130	1.0	1.04874635193	1.03	0	0	0	0	0.61
MTHFR	Q9UKN8	1.0	1.06186251248	1.04	0	0	0	0	0.5
MTHFR_38to656	Q9UKN8	3.0	1.09405121371	1.07	0	0	0	0	0.31
MTHFR_T34A	Q9UKN8	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	O75151	0.7	1.03379396844	1.02	0	0	0	0	0.18
MTHFR_38to656	O75151	0.7	1.02090026971	1.01	0	0	0	0	0.14
MTHFR	Q99471	1.7	1.13114004027	1.09	0	0	0	0	0.91
MTHFR_38to656	Q99471	1.0	1.08292557093	1.06	0	0	0	0	0.0
MTHFR_T34A	Q99471	1.7	1.14461424348	1.1	0	0	0	0	0.9
MTHFR	Q92499	6.0	1.38628439449	1.25	0	0	0	0	0.98
MTHFR_38to656	Q92499	9.3	1.56726287943	1.36	0	0	0	0	0.99
MTHFR_T34A	Q92499	5.3	1.48034706641	1.31	0	0	0	0	0.98
MTHFR	Q3ZCM7	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_T34A	Q3ZCM7	0.7	1.05460279467	1.04	0	0	0	0	0.26
MTHFR	O60749	3.7	1.28936418462	1.19	0	0	0	0	0.96
MTHFR_38to656	O60749	2.0	1.16585114187	1.11	0	0	0	0	0.95
MTHFR_T34A	O60749	4.7	1.40728843935	1.27	0	0	0	0	0.98
MTHFR	P23246	8.0	1.47649474	1.31	0	0	0	0	0.97
MTHFR_38to656	P23246	11.7	1.5210928948	1.33	0	0	0	0	0.99
MTHFR_T34A	P23246	2.7	1.24497426787	1.17	0	0	0	0	0.97
MTHFR	P20290	1.3	1.10405593619	1.07	0	0	0	0	0.59
MTHFR_38to656	P20290	2.3	1.09054689136	1.06	0	0	0	0	0.63
MTHFR_T34A	P20290	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q7KZF4	9.7	1.72131925833	1.44	0	0	0	0	0.99
MTHFR_38to656	Q7KZF4	13.0	1.87173175667	1.52	0	0	0	0	0.99
MTHFR_T34A	Q7KZF4	12.0	2.06179246536	1.61	0	0	0	0	0.98
MTHFR	O96019	1.0	1.05069095266	1.04	0	0	0	0	0.29
MTHFR_38to656	O96019	1.7	1.05225067428	1.04	0	0	0	0	0.31
MTHFR	Q9H307	1.3	1.06758793688	1.05	0	0	0	0	0.29
MTHFR_38to656	Q9H307	4.3	1.13585175313	1.09	0	0	0	0	0.33
MTHFR_38to656	Q9NPD3	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR	O43264	1.3	1.11424305605	1.08	0	0	0	0	0.6
MTHFR_38to656	O43264	1.0	1.04874635193	1.03	0	0	0	0	0.53
MTHFR_T34A	O43264	0.7	1.05310858215	1.04	0	0	0	0	0.25
MTHFR	Q04637	14.7	2.10455225927	1.63	0	0	0	0	1.0
MTHFR_38to656	Q04637	18.0	2.44292313762	1.78	0	0	0	0	1.0
MTHFR_T34A	Q04637	15.7	2.3753339246	1.76	0	0	0	0	1.0
MTHFR	P52701	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P52701	1.7	1.05225067428	1.04	0	0	0	0	0.23
MTHFR	Q8IWS0	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q8IWS0	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	O43660	1.3	1.06758793688	1.05	0	0	0	0	0.31
MTHFR_38to656	O43660	3.7	1.11495148342	1.08	0	0	0	0	0.33
MTHFR	Q14160	2.7	1.13517587376	1.09	0	0	0	0	0.27
MTHFR_38to656	Q14160	3.7	1.11495148342	1.08	0	0	0	0	0.28
MTHFR	P10809	3.7	0.676544666273	0.75	0	0	0	0	0.01
MTHFR_38to656	P10809	3.0	0.619957440292	0.7	0	0	0	0	0.01
MTHFR_T34A	P10809	2.0	0.635420004999	0.71	0	0	0	0	0.01
MTHFR	Q15637	1.3	1.06758793688	1.05	0	0	0	0	0.28
MTHFR_38to656	Q15637	2.7	1.08360107885	1.06	0	0	0	0	0.31
MTHFR	Q8TEQ6	1.7	1.13212448022	1.09	0	0	0	0	0.79
MTHFR_38to656	Q8TEQ6	1.7	1.12122178801	1.08	0	0	0	0	0.91
MTHFR_T34A	Q8TEQ6	2.7	1.23462569228	1.16	0	0	0	0	0.94
MTHFR_38to656	O95478	1.7	1.05225067428	1.04	0	0	0	0	0.32
MTHFR	O95470	0.7	1.05810596798	1.04	0	0	0	0	0.29
MTHFR_T34A	O95470	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR_38to656	Q13492	0.7	1.02090026971	1.01	0	0	0	0	0.19
MTHFR	Q16543	1.7	1.14428047999	1.1	0	0	0	0	0.61
MTHFR_38to656	Q16543	2.3	1.12533878609	1.09	0	0	0	0	0.64
MTHFR_T34A	Q16543	2.7	1.22502422296	1.15	0	0	0	0	0.93
MTHFR	P49368	11.7	1.86015360291	1.52	0	0	0	0	0.98
MTHFR_38to656	P49368	11.7	1.88150638361	1.53	0	0	0	0	0.99
MTHFR_T34A	P49368	13.3	2.18497124952	1.67	0	0	0	0	0.98
MTHFR	P32119	7.0	1.53028558549	1.34	0	0	0	0	0.99
MTHFR_38to656	P32119	7.0	1.58047899653	1.37	0	0	0	0	0.98
MTHFR_T34A	P32119	7.0	1.63530988548	1.4	0	0	0	0	0.98
MTHFR	P26196	4.3	1.31198659325	1.21	0	0	0	0	0.98
MTHFR_38to656	P26196	4.0	1.29752306473	1.2	0	0	0	0	0.98
MTHFR_T34A	P26196	4.3	1.37923993576	1.25	0	0	0	0	0.97
MTHFR	O95782	1.0	1.05069095266	1.04	0	0	0	0	0.25
MTHFR_38to656	O95782	1.0	1.03135040457	1.02	0	0	0	0	0.22
MTHFR	Q6ZNB6	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	Q6ZNB6	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q6ZNB6	1.0	1.08040997948	1.06	0	0	0	0	0.45
MTHFR	Q9BUQ8	1.0	1.05069095266	1.04	0	0	0	0	0.26
MTHFR_38to656	Q9BUQ8	2.3	1.07315094399	1.05	0	0	0	0	0.28
MTHFR_38to656	Q9BWE0	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	O43318	1.3	1.10208705628	1.07	0	0	0	0	0.9
MTHFR_38to656	O43318	1.3	1.11077165315	1.08	0	0	0	0	0.87
MTHFR_T34A	O43318	1.3	1.1180599524	1.08	0	0	0	0	0.89
MTHFR_38to656	P19784	0.7	1.02090026971	1.01	0	0	0	0	0.26
MTHFR	P63165	1.0	1.05069095266	1.04	0	0	0	0	0.3
MTHFR_38to656	P63165	1.7	1.06964662165	1.05	0	0	0	0	0.61
MTHFR_T34A	P63165	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	P63162	1.3	1.09091549647	1.06	0	0	0	0	0.93
MTHFR_38to656	P63162	1.3	1.05919648679	1.04	0	0	0	0	0.61
MTHFR_T34A	P63162	2.0	1.18151711014	1.13	0	0	0	0	0.93
MTHFR	Q9UHV9	5.3	1.41130154498	1.27	0	0	0	0	0.98
MTHFR_38to656	Q9UHV9	4.3	1.34215241859	1.23	0	0	0	0	0.99
MTHFR_T34A	Q9UHV9	5.3	1.46999849083	1.3	0	0	0	0	0.99
MTHFR	Q9Y5M8	3.3	1.24913964082	1.17	0	0	0	0	0.96
MTHFR_38to656	Q9Y5M8	1.7	1.13861773538	1.1	0	0	0	0	0.9
MTHFR_T34A	Q9Y5M8	3.3	1.28997559321	1.2	0	0	0	0	0.95
MTHFR	Q5T8P6	1.0	1.05069095266	1.04	0	0	0	0	0.24
MTHFR_38to656	Q5T8P6	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	P33992	4.0	1.28391804921	1.19	0	0	0	0	0.99
MTHFR_38to656	P33992	5.7	1.35038641475	1.23	0	0	0	0	0.99
MTHFR_T34A	P33992	4.7	1.40803554561	1.27	0	0	0	0	0.97
MTHFR	P33993	6.3	1.42749337825	1.28	0	0	0	0	0.99
MTHFR_38to656	P33993	7.0	1.30643256881	1.21	0	0	0	0	0.66
MTHFR_T34A	P33993	4.7	1.38509707566	1.25	0	0	0	0	0.91
MTHFR	P33991	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	P33991	3.0	1.09405121371	1.07	0	0	0	0	0.3
MTHFR_T34A	P33991	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	P12081	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P12081	0.7	1.02090026971	1.01	0	0	0	0	0.24
MTHFR	P50914	4.3	1.33531415283	1.22	0	0	0	0	0.97
MTHFR_38to656	P50914	3.0	1.23138076543	1.16	0	0	0	0	0.97
MTHFR_T34A	P50914	3.7	1.33573282294	1.22	0	0	0	0	0.96
MTHFR	E9PAV3	2.3	1.17610556853	1.12	0	0	0	0	0.93
MTHFR_38to656	E9PAV3	3.0	1.2145974938	1.15	0	0	0	0	0.96
MTHFR_T34A	E9PAV3	3.0	1.2722756652	1.18	0	0	0	0	0.94
MTHFR	Q9BW71	0.7	1.03379396844	1.02	0	0	0	0	0.25
MTHFR_38to656	P49750	3.3	1.10450134856	1.07	0	0	0	0	0.26
MTHFR_38to656	Q15813	1.0	1.03135040457	1.02	0	0	0	0	0.26
MTHFR_T34A	Q15813	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	O14654	16.0	2.21584199546	1.69	0	0	0	0	1.0
MTHFR_38to656	O14654	16.7	2.19482193274	1.68	0	0	0	0	1.0
MTHFR_T34A	O14654	16.0	2.42407957937	1.78	0	0	0	0	0.99
MTHFR	P61106	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	P61106	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	P61106	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P49591	4.7	1.35418001696	1.24	0	0	0	0	0.98
MTHFR_38to656	P49591	4.3	1.30736052386	1.21	0	0	0	0	0.99
MTHFR_T34A	P49591	3.3	1.29808285002	1.2	0	0	0	0	0.98
MTHFR	P51532	2.0	1.10138190532	1.07	0	0	0	0	0.25
MTHFR_38to656	P51532	3.0	1.09405121371	1.07	0	0	0	0	0.28
MTHFR	P50750	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P50750	1.0	1.03135040457	1.02	0	0	0	0	0.28
MTHFR	Q9H6F5	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9H6F5	1.7	1.05225067428	1.04	0	0	0	0	0.3
MTHFR	Q9UNH7	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	Q9UNH7	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q9UNH7	1.0	1.08040997948	1.06	0	0	0	0	0.56
MTHFR	Q9H0D6	3.0	1.15207285798	1.11	0	0	0	0	0.32
MTHFR_38to656	Q9H0D6	5.3	1.1672021577	1.12	0	0	0	0	0.33
MTHFR	O15042	1.3	1.06758793688	1.05	0	0	0	0	0.25
MTHFR_38to656	O15042	4.7	1.14630188799	1.1	0	0	0	0	0.32
MTHFR	Q14C86	1.3	1.10208705628	1.07	0	0	0	0	0.76
MTHFR_38to656	Q14C86	1.0	1.0661422993	1.05	0	0	0	0	0.35
MTHFR_T34A	Q14C86	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q9UBX3	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	Q9UBX3	1.0	1.04874635193	1.03	0	0	0	0	0.58
MTHFR_T34A	Q9UBX3	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P51665	2.0	1.14705258454	1.1	0	0	0	0	0.95
MTHFR_38to656	P51665	2.3	1.17691395245	1.12	0	0	0	0	0.96
MTHFR_T34A	P51665	1.7	1.14461424348	1.1	0	0	0	0	0.93
MTHFR_38to656	Q969V3	0.7	1.02090026971	1.01	0	0	0	0	0.22
MTHFR	Q9UKE5	0.7	1.03379396844	1.02	0	0	0	0	0.13
MTHFR_38to656	Q9UKE5	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	A6NHR9	1.0	1.05069095266	1.04	0	0	0	0	0.14
MTHFR_38to656	A6NHR9	2.3	1.07315094399	1.05	0	0	0	0	0.22
MTHFR	P27824	3.0	0.97624601798	0.98	0	0	0	0	0.27
MTHFR_38to656	P27824	2.7	0.952695269542	0.97	0	0	0	0	0.27
MTHFR_T34A	P27824	2.0	0.953704610717	0.97	0	0	0	0	0.27
MTHFR	Q9Y2X3	3.0	1.15207285798	1.11	0	0	0	0	0.32
MTHFR_38to656	Q9Y2X3	5.7	1.17765229256	1.12	0	0	0	0	0.33
MTHFR	P84243	6.3	0.329458045079	0.41	0	0	0	0	0.0
MTHFR_38to656	P84243	8.3	0.345952336674	0.43	0	0	0	0	0.0
MTHFR_T34A	P84243	2.3	0.318861414949	0.4	0	0	0	0	0.0
MTHFR	Q6PKG0	1.0	1.08420563211	1.06	0	0	0	0	0.28
MTHFR_38to656	Q6PKG0	0.7	1.02090026971	1.01	0	0	0	0	0.13
MTHFR_T34A	Q6PKG0	1.3	1.10845848308	1.08	0	0	0	0	0.44
MTHFR	P83916	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P83916	0.7	1.02090026971	1.01	0	0	0	0	0.28
MTHFR	P62906	5.7	1.4281985292	1.28	0	0	0	0	0.98
MTHFR_38to656	P62906	5.7	1.35038641475	1.23	0	0	0	0	0.98
MTHFR_T34A	P62906	6.0	1.51425270991	1.33	0	0	0	0	0.98
MTHFR	P83731	2.7	0.97247329193	0.98	0	0	0	0	0.17
MTHFR_38to656	P83731	2.3	0.958222528289	0.97	0	0	0	0	0.19
MTHFR_T34A	P83731	2.7	1.00420181745	1.0	0	0	0	0	0.24
MTHFR	P28074	2.0	1.15920858431	1.11	0	0	0	0	0.94
MTHFR_38to656	P28074	1.0	1.1003215183	1.07	0	0	0	0	0.61
MTHFR_T34A	P28074	2.7	1.23537279854	1.16	0	0	0	0	0.95
MTHFR_38to656	P28070	0.7	1.02090026971	1.01	0	0	0	0	0.27
MTHFR	Q00325	1.3	0.758634603207	0.81	0	0	0	0	0.02
MTHFR_38to656	Q00325	0.7	0.711423287472	0.78	0	0	0	0	0.0
MTHFR_T34A	Q00325	1.7	0.798305933129	0.85	0	0	0	0	0.06
MTHFR	Q15393	8.7	1.49813270867	1.32	0	0	0	0	0.95
MTHFR_38to656	Q15393	11.0	1.41382556399	1.27	0	0	0	0	0.88
MTHFR_T34A	Q15393	3.7	1.3364799292	1.22	0	0	0	0	0.98
